"Run","Model","Formula","AIC","Estimate","LowerCI","UpperCI","GroundTruth","Group","Method"
2,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_5",292.516971439123,1746.18429706123,1673.40813929979,1821.37088523034,1654,"4","NB"
2,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",122.790132090449,121.440948723836,100.972290974905,144.91914547489,115,"5","NB"
2,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",420.781613051891,9011.86654093364,8846.1068823547,9179.99583083524,9116,"1","NB"
2,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",218.075916066766,582.565635248057,540.499607134058,627.079773464801,568,"2","NB"
2,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",214.282810211182,573.750894349714,532.01554653363,617.937551820992,534,"3","NB"
2,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_5",292.516971439123,1746.18429706123,1673.40813929979,1821.37088523034,1654,"4","NB"
2,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",122.790132090449,121.440948723836,100.972290974905,144.91914547489,115,"5","NB"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",418.762691290907,9011.83740494594,8846.15557780597,9179.88432870045,9116,"1","Poisson"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",216.072083163994,582.564380768468,540.50261361509,627.073623217706,568,"2","Poisson"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",212.278958258416,573.748420150133,532.018189333803,617.929156836404,534,"3","Poisson"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_5",290.511025354249,1746.1712213002,1673.40794275215,1821.34346515684,1654,"4","Poisson"
2,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",120.789256872359,121.44094194624,100.972772658208,144.918024792347,115,"5","Poisson"
2,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",418.762691290907,9011.83740494594,8846.15557780597,9179.88432870045,9116,"1","Poisson"
2,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",216.072083163994,582.564380768468,540.50261361509,627.073623217706,568,"2","Poisson"
