"iteration","year","sex","estimate","ui","li","N_ID","total_est","total_ui","total_li"
324,2017,"male",74563.5999932585,79768.5969265113,69733.1897147374,74562,149125.599993259,154330.596926511,144295.189714737
324,2018,"male",73455.4634233869,78359.0541447074,68888.766260273,74112,147567.463423387,152471.054144707,143000.766260273
324,2019,"male",79914.4188158366,85880.2834074462,74412.0574538265,74988,154902.418815837,160868.283407446,149400.057453827
324,2020,"male",72083.4983182577,77543.8652766184,67049.9329103228,72176,144259.498318258,149719.865276618,139225.932910323
324,2021,"male",82538.3893551177,89379.5382276211,76287.1658784777,73301,155839.389355118,162680.538227621,149588.165878478
324,2015,"female",41336.5094585211,46379.1985750865,36898.4751612562,46027,87363.5094585211,92406.1985750865,82925.4751612562
324,2016,"female",44611.0842566481,49940.7937253251,39916.7266533339,47071,91682.0842566481,97011.7937253251,86987.7266533339
324,2017,"female",44559.6774015786,49817.5076022505,39912.7891163626,48862,93421.6774015786,98679.5076022505,88774.7891163626
324,2018,"female",42666.4634210897,47493.1640915859,38381.8993493787,48517,91183.4634210897,96010.1640915858,86898.8993493787
324,2019,"female",41761.2064210559,46781.9189453891,37333.6640153013,49059,90820.2064210559,95840.9189453891,86392.6640153013
324,2020,"female",41012.1568093223,46157.8892417954,36502.5335107743,46961,87973.1568093223,93118.8892417954,83463.5335107743
324,2021,"female",41956.0277356436,48073.0059102293,36718.2695775458,47692,89648.0277356436,95765.0059102293,84410.2695775458
325,2015,"male",75030.9494992076,80865.5778265497,69662.729065757,70188,145218.949499208,151053.57782655,139850.729065757
325,2016,"male",68774.4140503271,73607.5870140069,64293.5847291641,72772,141546.414050327,146379.587014007,137065.584729164
325,2017,"male",74563.5999932585,79768.5969265113,69733.1897147374,74562,149125.599993259,154330.596926511,144295.189714737
325,2018,"male",73455.4634233869,78359.0541447074,68888.766260273,74112,147567.463423387,152471.054144707,143000.766260273
325,2019,"male",79914.4188158366,85880.2834074462,74412.0574538265,74988,154902.418815837,160868.283407446,149400.057453827
325,2020,"male",72083.4983182577,77543.8652766184,67049.9329103228,72176,144259.498318258,149719.865276618,139225.932910323
325,2021,"male",82538.3893551177,89379.5382276211,76287.1658784777,73301,155839.389355118,162680.538227621,149588.165878478
325,2015,"female",41336.5094585211,46379.1985750865,36898.4751612562,46027,87363.5094585211,92406.1985750865,82925.4751612562
325,2016,"female",44611.0842566481,49940.7937253251,39916.7266533339,47071,91682.0842566481,97011.7937253251,86987.7266533339
325,2017,"female",44559.6774015786,49817.5076022505,39912.7891163626,48862,93421.6774015786,98679.5076022505,88774.7891163626
325,2018,"female",42666.4634210897,47493.1640915859,38381.8993493787,48517,91183.4634210897,96010.1640915858,86898.8993493787
325,2019,"female",41761.2064210559,46781.9189453891,37333.6640153013,49059,90820.2064210559,95840.9189453891,86392.6640153013
325,2020,"female",41012.1568093223,46157.8892417954,36502.5335107743,46961,87973.1568093223,93118.8892417954,83463.5335107743
325,2021,"female",41956.0277356436,48073.0059102293,36718.2695775458,47692,89648.0277356436,95765.0059102293,84410.2695775458
326,2015,"male",72178.7860774377,77708.340423161,67083.2946539293,70188,142366.786077438,147896.340423161,137271.294653929
326,2016,"male",67327.4318253047,72018.6474303404,62974.7106978069,72772,140099.431825305,144790.64743034,135746.710697807
326,2017,"male",73527.2362847741,78628.0418988656,68790.780640143,74562,148089.236284774,153190.041898866,143352.780640143
326,2018,"male",72019.3288677203,76781.0761306699,67580.8858218327,74112,146131.32886772,150893.07613067,141692.885821833
326,2019,"male",75267.2744767351,80366.7337744309,70525.8677946448,74988,150255.274476735,155354.733774431,145513.867794645
326,2020,"male",68218.9456167027,73265.0599192184,63557.0026045855,72176,140394.945616703,145441.059919218,135733.002604586
326,2021,"male",79001.144542438,85420.7200149063,73123.2188030093,73301,152302.144542438,158721.720014906,146424.218803009
326,2015,"female",38676.7874966008,43181.4476832789,34681.9270320405,46027,84703.7874966008,89208.4476832789,80708.9270320405
326,2016,"female",37509.0057446235,42157.3033797943,33438.6643094585,47071,84580.0057446235,89228.3033797943,80509.6643094585
326,2017,"female",40434.7751391256,45033.5398305064,36348.5373803346,48862,89296.7751391256,93895.5398305064,85210.5373803346
326,2018,"female",36944.7283634567,41273.6769039285,33118.8477727867,48517,85461.7283634567,89790.6769039285,81635.8477727867
326,2019,"female",38722.4606122911,43231.0450637027,34727.9701101542,49059,87781.4606122911,92290.0450637027,83786.9701101542
326,2020,"female",34852.4566262463,39526.1681984589,30794.2456330867,46961,81813.4566262463,86487.1681984589,77755.2456330867
326,2021,"female",36153.8848977088,41151.7379807522,31835.8621783721,47692,83845.8848977088,88843.7379807522,79527.8621783721
327,2015,"male",82149.7548285075,89417.3397745471,75548.4182470432,70188,152337.754828507,159605.339774547,145736.418247043
327,2016,"male",70811.1770290287,75846.7145816058,66147.9859674522,72772,143583.177029029,148618.714581606,138919.985967452
327,2017,"male",75994.5800566092,81344.9304205924,71033.2439102801,74562,150556.580056609,155906.930420592,145595.24391028
327,2018,"male",75432.2707387016,80530.5915700303,70689.5156465042,74112,149544.270738702,154642.59157003,144801.515646504
327,2019,"male",86912.5361368603,93627.7581116899,80740.3854333669,74988,161900.53613686,168615.75811169,155728.385433367
327,2020,"male",78305.6312779522,84009.3835045563,73034.4697780384,72176,150481.631277952,156185.383504556,145210.469778038
327,2021,"male",90003.7891745325,97037.378515675,83546.9221625863,73301,163304.789174533,170338.378515675,156847.922162586
327,2015,"female",50900.7313306815,58377.5345826808,44515.1533455808,46027,96927.7313306815,104404.534582681,90542.1533455808
327,2016,"female",51277.8204160601,57786.6033846905,45599.3246845444,47071,98348.8204160601,104857.603384691,92670.3246845444
327,2017,"female",54422.4343491116,62172.0313879395,47772.4504219122,48862,103284.434349112,111034.03138794,96634.4504219122
327,2018,"female",47952.2474117722,53659.4644445885,42923.9781849197,48517,96469.2474117722,102176.464444588,91440.9781849197
327,2019,"female",46931.3279124808,52871.8677139093,41733.1907761392,49059,95990.3279124808,101930.867713909,90792.1907761392
327,2020,"female",47407.9261894981,53748.6900081551,41906.6946120116,46961,94368.9261894981,100709.690008155,88867.6946120116
327,2021,"female",49952.8766112815,56879.5437379957,43976.4939587325,47692,97644.8766112815,104571.543737996,91668.4939587325
328,2015,"male",75030.9494992076,80865.5778265497,69662.729065757,70188,145218.949499208,151053.57782655,139850.729065757
328,2016,"male",68774.4140503271,73607.5870140069,64293.5847291641,72772,141546.414050327,146379.587014007,137065.584729164
328,2017,"male",74563.5999932585,79768.5969265113,69733.1897147374,74562,149125.599993259,154330.596926511,144295.189714737
328,2018,"male",73455.4634233869,78359.0541447074,68888.766260273,74112,147567.463423387,152471.054144707,143000.766260273
328,2019,"male",79914.4188158366,85880.2834074462,74412.0574538265,74988,154902.418815837,160868.283407446,149400.057453827
328,2020,"male",72083.4983182577,77543.8652766184,67049.9329103228,72176,144259.498318258,149719.865276618,139225.932910323
328,2021,"male",82538.3893551177,89379.5382276211,76287.1658784777,73301,155839.389355118,162680.538227621,149588.165878478
328,2015,"female",41336.5094585211,46379.1985750865,36898.4751612562,46027,87363.5094585211,92406.1985750865,82925.4751612562
328,2016,"female",44611.0842566481,49940.7937253251,39916.7266533339,47071,91682.0842566481,97011.7937253251,86987.7266533339
328,2017,"female",44559.6774015786,49817.5076022505,39912.7891163626,48862,93421.6774015786,98679.5076022505,88774.7891163626
328,2018,"female",42666.4634210897,47493.1640915859,38381.8993493787,48517,91183.4634210897,96010.1640915858,86898.8993493787
328,2019,"female",41761.2064210559,46781.9189453891,37333.6640153013,49059,90820.2064210559,95840.9189453891,86392.6640153013
328,2020,"female",41012.1568093223,46157.8892417954,36502.5335107743,46961,87973.1568093223,93118.8892417954,83463.5335107743
328,2021,"female",41956.0277356436,48073.0059102293,36718.2695775458,47692,89648.0277356436,95765.0059102293,84410.2695775458
329,2015,"male",84127.8712646445,91641.6163596095,77310.2059174541,70188,154315.871264644,161829.616359609,147498.205917454
329,2016,"male",73332.2060551209,79089.9808249941,68048.1345082581,72772,146104.206055121,151861.980824994,140820.134508258
329,2017,"male",76374.8255098769,81769.3462929297,71374.0776672843,74562,150936.825509877,156331.34629293,145936.077667284
329,2018,"male",77964.3690003662,83594.6054007205,72753.5343151413,74112,152076.369000366,157706.60540072,146865.534315141
329,2019,"male",88787.8244766964,95703.4903079303,82436.50239457,74988,163775.824476696,170691.49030793,157424.50239457
329,2020,"male",79328.286957419,85142.4149258906,73958.3369060815,72176,151504.286957419,157318.414925891,146134.336906082
329,2021,"male",91107.1039045621,98266.4116223257,84538.4851376343,73301,164408.103904562,171567.411622326,157839.485137634
329,2015,"female",53747.1104754807,61848.3366169351,46858.5235270597,46027,99774.1104754807,107875.336616935,92885.5235270597
329,2016,"female",56970.4758124693,65483.2712807267,49733.280520306,47071,104041.475812469,112554.271280727,96804.280520306
329,2017,"female",57650.8713470214,66057.6805307203,50465.9370130964,48862,106512.871347021,114919.68053072,99327.9370130964
329,2018,"female",49480.9146657085,55454.6249554954,44229.3670545199,48517,97997.9146657085,103971.624955495,92746.3670545199
329,2019,"female",51633.2604063867,59458.3858554141,44988.0324577076,49059,100692.260406387,108517.385855414,94047.0324577076
329,2020,"female",49364.9178122569,56087.186874322,43549.7779270442,46961,96325.9178122569,103048.186874322,90510.7779270442
329,2021,"female",51738.075173823,59052.1018600802,45448.4656805095,47692,99430.075173823,106744.10186008,93140.4656805095
330,2015,"male",71276.9253444257,76711.2367415032,66266.7116899946,70188,141464.925344426,146899.236741503,136454.711689995
330,2016,"male",66859.554188402,71505.1904170645,62547.9983271979,72772,139631.554188402,144277.190417065,135319.998327198
330,2017,"male",73188.5495411974,78255.5000806385,68482.6417099521,74562,147750.549541197,152817.500080638,143044.641709952
330,2018,"male",69813.0736658306,74643.0066760674,65325.2088593127,74112,143925.073665831,148755.006676067,139437.208859313
330,2019,"male",74508.9313849733,79536.4495678867,69832.6859753859,74988,149496.931384973,154524.449567887,144820.685975386
330,2020,"male",67016.2168023641,71940.9230559752,62463.5491261635,72176,139192.216802364,144116.923055975,134639.549126164
330,2021,"male",77902.6502836358,84198.1600325189,72134.9922255028,73301,151203.650283636,157499.160032519,145435.992225503
330,2015,"female",35663.084594,40181.0768798222,31709.4785334851,46027,81690.084594,86208.0768798222,77736.4785334851
330,2016,"female",35935.6645536892,40313.9302508807,32091.9250546595,47071,83006.6645536892,87384.9302508807,79162.9250546595
330,2017,"female",37106.3479725628,41666.379433429,33101.1029373404,48862,85968.3479725628,90528.379433429,81963.1029373404
330,2018,"female",35658.1599997161,39779.7434448007,32008.3869421603,48517,84175.1599997161,88296.7434448007,80525.3869421603
330,2019,"female",37831.6701611353,42192.9987820774,33962.166304889,49059,86890.6701611353,91251.9987820774,83021.166304889
330,2020,"female",33590.9684818473,38022.001130413,29733.5302333287,46961,80551.9684818473,84983.001130413,76694.5302333287
330,2021,"female",34703.1038793252,39417.2615687542,30618.5781921734,47692,82395.1038793252,87109.2615687542,78310.5781921734
331,2015,"male",72178.7860774377,77708.340423161,67083.2946539293,70188,142366.786077438,147896.340423161,137271.294653929
331,2016,"male",67327.4318253047,72018.6474303404,62974.7106978069,72772,140099.431825305,144790.64743034,135746.710697807
331,2017,"male",73527.2362847741,78628.0418988656,68790.780640143,74562,148089.236284774,153190.041898866,143352.780640143
331,2018,"male",72019.3288677203,76781.0761306699,67580.8858218327,74112,146131.32886772,150893.07613067,141692.885821833
331,2019,"male",75267.2744767351,80366.7337744309,70525.8677946448,74988,150255.274476735,155354.733774431,145513.867794645
331,2020,"male",68218.9456167027,73265.0599192184,63557.0026045855,72176,140394.945616703,145441.059919218,135733.002604586
331,2021,"male",79001.144542438,85420.7200149063,73123.2188030093,73301,152302.144542438,158721.720014906,146424.218803009
331,2015,"female",38676.7874966008,43181.4476832789,34681.9270320405,46027,84703.7874966008,89208.4476832789,80708.9270320405
331,2016,"female",37509.0057446235,42157.3033797943,33438.6643094585,47071,84580.0057446235,89228.3033797943,80509.6643094585
331,2017,"female",40434.7751391256,45033.5398305064,36348.5373803346,48862,89296.7751391256,93895.5398305064,85210.5373803346
331,2018,"female",36944.7283634567,41273.6769039285,33118.8477727867,48517,85461.7283634567,89790.6769039285,81635.8477727867
331,2019,"female",38722.4606122911,43231.0450637027,34727.9701101542,49059,87781.4606122911,92290.0450637027,83786.9701101542
331,2020,"female",34852.4566262463,39526.1681984589,30794.2456330867,46961,81813.4566262463,86487.1681984589,77755.2456330867
331,2021,"female",36153.8848977088,41151.7379807522,31835.8621783721,47692,83845.8848977088,88843.7379807522,79527.8621783721
332,2015,"male",76033.8300483309,81977.1228136425,70568.6203594221,70188,146221.830048331,152165.122813643,140756.620359422
332,2016,"male",69271.7416632898,74154.0525055608,64746.6034650979,72772,142043.74166329,146926.052505561,137518.603465098
332,2017,"male",74915.9801406438,80156.6095737764,70053.4583942499,74562,149477.980140644,154718.609573776,144615.45839425
332,2018,"male",73939.4006213461,78890.3329709707,69329.8708515845,74112,148051.400621346,153002.332970971,143441.870851585
332,2019,"male",81367.8090860089,87483.249437499,75731.2130136229,74988,156355.809086009,162471.249437499,150719.213013623
332,2020,"male",75401.540497765,80796.7722649246,70406.9986687244,72176,147577.540497765,152972.772264925,142582.998668724
332,2021,"male",86875.2094006851,93556.5240552563,80731.9191493861,73301,160176.209400685,166857.524055256,154032.919149386
332,2015,"female",42508.0019745337,47755.5138266148,37898.5041202994,46027,88535.0019745337,93782.5138266148,83925.5041202994
332,2016,"female",46101.314590902,51686.2735215911,41192.674996512,47071,93172.314590902,98757.2735215911,88263.674996512
332,2017,"female",46216.0618992112,51746.7427267858,41338.1879685784,48862,95078.0618992112,100608.742726786,90200.1879685784
332,2018,"female",43888.6731244601,48911.7478735664,39437.3166202288,48517,92405.6731244601,97428.7478735664,87954.3166202288
332,2019,"female",42995.6564197095,48228.6300647667,38389.241354146,49059,92054.6564197095,97287.6300647667,87448.241354146
332,2020,"female",42442.8362517649,47844.7020131932,37719.1018415025,46961,89403.8362517649,94805.7020131932,84680.1018415025
332,2021,"female",45944.9474510765,52011.5919774409,40668.0539294733,47692,93636.9474510765,99703.5919774409,88360.0539294733
333,2015,"male",84127.8712646445,91641.6163596095,77310.2059174541,70188,154315.871264644,161829.616359609,147498.205917454
333,2016,"male",73332.2060551209,79089.9808249941,68048.1345082581,72772,146104.206055121,151861.980824994,140820.134508258
333,2017,"male",76374.8255098769,81769.3462929297,71374.0776672843,74562,150936.825509877,156331.34629293,145936.077667284
333,2018,"male",77964.3690003662,83594.6054007205,72753.5343151413,74112,152076.369000366,157706.60540072,146865.534315141
333,2019,"male",88787.8244766964,95703.4903079303,82436.50239457,74988,163775.824476696,170691.49030793,157424.50239457
333,2020,"male",79328.286957419,85142.4149258906,73958.3369060815,72176,151504.286957419,157318.414925891,146134.336906082
333,2021,"male",91107.1039045621,98266.4116223257,84538.4851376343,73301,164408.103904562,171567.411622326,157839.485137634
333,2015,"female",53747.1104754807,61848.3366169351,46858.5235270597,46027,99774.1104754807,107875.336616935,92885.5235270597
333,2016,"female",56970.4758124693,65483.2712807267,49733.280520306,47071,104041.475812469,112554.271280727,96804.280520306
333,2017,"female",57650.8713470214,66057.6805307203,50465.9370130964,48862,106512.871347021,114919.68053072,99327.9370130964
333,2018,"female",49480.9146657085,55454.6249554954,44229.3670545199,48517,97997.9146657085,103971.624955495,92746.3670545199
333,2019,"female",51633.2604063867,59458.3858554141,44988.0324577076,49059,100692.260406387,108517.385855414,94047.0324577076
333,2020,"female",49364.9178122569,56087.186874322,43549.7779270442,46961,96325.9178122569,103048.186874322,90510.7779270442
333,2021,"female",51738.075173823,59052.1018600802,45448.4656805095,47692,99430.075173823,106744.10186008,93140.4656805095
334,2015,"male",74054.834311076,79784.394522015,68780.4697877851,70188,144242.834311076,149972.394522015,138968.469787785
334,2016,"male",68284.699172818,73069.6597301849,63847.3614559259,72772,141056.699172818,145841.659730185,136619.361455926
334,2017,"male",74214.7145438964,79384.5354358123,69416.0144594836,74562,148776.714543896,153946.535435812,143978.014459484
334,2018,"male",72978.2497601861,77835.3627457926,68453.6225299725,74112,147090.249760186,151947.362745793,142565.622529972
334,2019,"male",76837.9839333267,82087.5681864896,71960.7096562169,74988,151825.983933327,157075.56818649,146948.709656217
334,2020,"male",70716.4303913581,76033.0859219347,65811.7523857375,72176,142892.430391358,148209.085921935,137987.752385737
334,2021,"male",81322.4237558968,88021.884007043,75196.7341257345,73301,154623.423755897,161322.884007043,148497.734125734
334,2015,"female",40229.2035066453,45081.446805071,35951.0785059432,46027,86256.2035066453,91108.446805071,81978.0785059432
334,2016,"female",41130.9404587257,46419.8724620498,36525.8724285242,47071,88201.9404587257,93490.8724620498,83596.8724285242
334,2017,"female",43024.3714819116,48033.2787051483,38588.7971815709,48862,91886.3714819116,96895.2787051483,87450.7971815709
334,2018,"female",41514.7326212631,46159.0465087463,37385.4648345417,48517,90031.7326212631,94676.0465087463,85902.4648345417
334,2019,"female",40603.8654857564,45428.1872960131,36342.2155367492,49059,89662.8654857564,94487.1872960131,85401.2155367492
334,2020,"female",39681.3206765727,44592.4814187606,35368.351388375,46961,86642.3206765727,91553.4814187606,82329.351388375
334,2021,"female",40197.2590720145,45943.8314680809,35260.2774458125,47692,87889.2590720145,93635.8314680809,82952.2774458125
335,2015,"male",76033.8300483309,81977.1228136425,70568.6203594221,70188,146221.830048331,152165.122813643,140756.620359422
335,2016,"male",69271.7416632898,74154.0525055608,64746.6034650979,72772,142043.74166329,146926.052505561,137518.603465098
335,2017,"male",74915.9801406438,80156.6095737764,70053.4583942499,74562,149477.980140644,154718.609573776,144615.45839425
335,2018,"male",73939.4006213461,78890.3329709707,69329.8708515845,74112,148051.400621346,153002.332970971,143441.870851585
335,2019,"male",81367.8090860089,87483.249437499,75731.2130136229,74988,156355.809086009,162471.249437499,150719.213013623
335,2020,"male",75401.540497765,80796.7722649246,70406.9986687244,72176,147577.540497765,152972.772264925,142582.998668724
335,2021,"male",86875.2094006851,93556.5240552563,80731.9191493861,73301,160176.209400685,166857.524055256,154032.919149386
335,2015,"female",42508.0019745337,47755.5138266148,37898.5041202994,46027,88535.0019745337,93782.5138266148,83925.5041202994
335,2016,"female",46101.314590902,51686.2735215911,41192.674996512,47071,93172.314590902,98757.2735215911,88263.674996512
335,2017,"female",46216.0618992112,51746.7427267858,41338.1879685784,48862,95078.0618992112,100608.742726786,90200.1879685784
335,2018,"female",43888.6731244601,48911.7478735664,39437.3166202288,48517,92405.6731244601,97428.7478735664,87954.3166202288
335,2019,"female",42995.6564197095,48228.6300647667,38389.241354146,49059,92054.6564197095,97287.6300647667,87448.241354146
335,2020,"female",42442.8362517649,47844.7020131932,37719.1018415025,46961,89403.8362517649,94805.7020131932,84680.1018415025
335,2021,"female",45944.9474510765,52011.5919774409,40668.0539294733,47692,93636.9474510765,99703.5919774409,88360.0539294733
336,2015,"male",76033.8300483309,81977.1228136425,70568.6203594221,70188,146221.830048331,152165.122813643,140756.620359422
336,2016,"male",69271.7416632898,74154.0525055608,64746.6034650979,72772,142043.74166329,146926.052505561,137518.603465098
336,2017,"male",74915.9801406438,80156.6095737764,70053.4583942499,74562,149477.980140644,154718.609573776,144615.45839425
336,2018,"male",73939.4006213461,78890.3329709707,69329.8708515845,74112,148051.400621346,153002.332970971,143441.870851585
336,2019,"male",81367.8090860089,87483.249437499,75731.2130136229,74988,156355.809086009,162471.249437499,150719.213013623
336,2020,"male",75401.540497765,80796.7722649246,70406.9986687244,72176,147577.540497765,152972.772264925,142582.998668724
336,2021,"male",86875.2094006851,93556.5240552563,80731.9191493861,73301,160176.209400685,166857.524055256,154032.919149386
336,2015,"female",42508.0019745337,47755.5138266148,37898.5041202994,46027,88535.0019745337,93782.5138266148,83925.5041202994
336,2016,"female",46101.314590902,51686.2735215911,41192.674996512,47071,93172.314590902,98757.2735215911,88263.674996512
336,2017,"female",46216.0618992112,51746.7427267858,41338.1879685784,48862,95078.0618992112,100608.742726786,90200.1879685784
336,2018,"female",43888.6731244601,48911.7478735664,39437.3166202288,48517,92405.6731244601,97428.7478735664,87954.3166202288
336,2019,"female",42995.6564197095,48228.6300647667,38389.241354146,49059,92054.6564197095,97287.6300647667,87448.241354146
336,2020,"female",42442.8362517649,47844.7020131932,37719.1018415025,46961,89403.8362517649,94805.7020131932,84680.1018415025
336,2021,"female",45944.9474510765,52011.5919774409,40668.0539294733,47692,93636.9474510765,99703.5919774409,88360.0539294733
337,2015,"male",72178.7860774377,77708.340423161,67083.2946539293,70188,142366.786077438,147896.340423161,137271.294653929
337,2016,"male",67327.4318253047,72018.6474303404,62974.7106978069,72772,140099.431825305,144790.64743034,135746.710697807
337,2017,"male",73527.2362847741,78628.0418988656,68790.780640143,74562,148089.236284774,153190.041898866,143352.780640143
337,2018,"male",72019.3288677203,76781.0761306699,67580.8858218327,74112,146131.32886772,150893.07613067,141692.885821833
337,2019,"male",75267.2744767351,80366.7337744309,70525.8677946448,74988,150255.274476735,155354.733774431,145513.867794645
337,2020,"male",68218.9456167027,73265.0599192184,63557.0026045855,72176,140394.945616703,145441.059919218,135733.002604586
337,2021,"male",79001.144542438,85420.7200149063,73123.2188030093,73301,152302.144542438,158721.720014906,146424.218803009
337,2015,"female",38676.7874966008,43181.4476832789,34681.9270320405,46027,84703.7874966008,89208.4476832789,80708.9270320405
337,2016,"female",37509.0057446235,42157.3033797943,33438.6643094585,47071,84580.0057446235,89228.3033797943,80509.6643094585
337,2017,"female",40434.7751391256,45033.5398305064,36348.5373803346,48862,89296.7751391256,93895.5398305064,85210.5373803346
337,2018,"female",36944.7283634567,41273.6769039285,33118.8477727867,48517,85461.7283634567,89790.6769039285,81635.8477727867
337,2019,"female",38722.4606122911,43231.0450637027,34727.9701101542,49059,87781.4606122911,92290.0450637027,83786.9701101542
337,2020,"female",34852.4566262463,39526.1681984589,30794.2456330867,46961,81813.4566262463,86487.1681984589,77755.2456330867
337,2021,"female",36153.8848977088,41151.7379807522,31835.8621783721,47692,83845.8848977088,88843.7379807522,79527.8621783721
338,2015,"male",76033.8300483309,81977.1228136425,70568.6203594221,70188,146221.830048331,152165.122813643,140756.620359422
338,2016,"male",69271.7416632898,74154.0525055608,64746.6034650979,72772,142043.74166329,146926.052505561,137518.603465098
338,2017,"male",74915.9801406438,80156.6095737764,70053.4583942499,74562,149477.980140644,154718.609573776,144615.45839425
338,2018,"male",73939.4006213461,78890.3329709707,69329.8708515845,74112,148051.400621346,153002.332970971,143441.870851585
338,2019,"male",81367.8090860089,87483.249437499,75731.2130136229,74988,156355.809086009,162471.249437499,150719.213013623
338,2020,"male",75401.540497765,80796.7722649246,70406.9986687244,72176,147577.540497765,152972.772264925,142582.998668724
338,2021,"male",86875.2094006851,93556.5240552563,80731.9191493861,73301,160176.209400685,166857.524055256,154032.919149386
338,2015,"female",42508.0019745337,47755.5138266148,37898.5041202994,46027,88535.0019745337,93782.5138266148,83925.5041202994
338,2016,"female",46101.314590902,51686.2735215911,41192.674996512,47071,93172.314590902,98757.2735215911,88263.674996512
338,2017,"female",46216.0618992112,51746.7427267858,41338.1879685784,48862,95078.0618992112,100608.742726786,90200.1879685784
338,2018,"female",43888.6731244601,48911.7478735664,39437.3166202288,48517,92405.6731244601,97428.7478735664,87954.3166202288
338,2019,"female",42995.6564197095,48228.6300647667,38389.241354146,49059,92054.6564197095,97287.6300647667,87448.241354146
338,2020,"female",42442.8362517649,47844.7020131932,37719.1018415025,46961,89403.8362517649,94805.7020131932,84680.1018415025
338,2021,"female",45944.9474510765,52011.5919774409,40668.0539294733,47692,93636.9474510765,99703.5919774409,88360.0539294733
339,2015,"male",78124.3412414733,84296.4747320308,72455.138218259,70188,148312.341241473,154484.474732031,142643.138218259
339,2016,"male",70289.9400388738,75273.4063591706,65673.6441367612,72772,143061.940038874,148045.406359171,138445.644136761
339,2017,"male",75631.4203183149,80944.7178074023,70703.4430298076,74562,150193.420318315,155506.717807402,145265.443029808
339,2018,"male",74927.7379959627,79976.0173655241,70230.1943602439,74112,149039.737995963,154088.017365524,144342.194360244
339,2019,"male",85121.8290478032,91647.158175212,79119.5760744619,74988,160109.829047803,166635.158175212,154107.576074462
339,2020,"male",77310.8899957255,82908.1494213251,72135.1285347382,72176,149486.889995726,155084.149421325,144311.128534738
339,2021,"male",88931.5520260385,95843.7038435951,82582.7088166589,73301,162232.552026038,169144.703843595,155883.708816659
339,2015,"female",48434.7695729336,55402.5414629096,42461.7190382142,46027,94461.7695729336,101429.54146291,88488.7190382142
339,2016,"female",49420.3650959837,55590.9953596767,44022.6549544529,47071,96491.3650959837,102661.995359677,91093.6549544529
339,2017,"female",51548.4403424408,58727.3562305798,45365.3290861063,48862,100410.440342441,107589.35623058,94227.3290861063
339,2018,"female",46572.7523120151,52037.3341390543,41747.9259207999,48517,95089.752312015,100554.334139054,90264.9259207999
339,2019,"female",45495.2364854471,51175.853023633,40514.1157208548,49059,94554.2364854471,100234.853023633,89573.1157208548
339,2020,"female",45609.7083100072,51606.8540577977,40392.321680417,46961,92570.7083100072,98567.8540577977,87353.321680417
339,2021,"female",48374.5705071908,54975.378358187,42663.8152234942,47692,96066.5705071908,102667.378358187,90355.8152234942
340,2015,"male",77064.5743335021,83120.3056908783,71499.0907465349,70188,147252.574333502,153308.305690878,141687.090746535
340,2016,"male",69776.8568698862,74709.2567169693,65206.5707338497,72772,142548.856869886,147481.256716969,137978.57073385
340,2017,"male",75271.9037520118,80548.6305163395,70376.8621065207,74562,149833.903752012,155110.630516339,144938.862106521
340,2018,"male",74430.135710924,79429.2915970003,69776.9955021222,74112,148542.135710924,153541.291597,143888.995502122
340,2019,"male",83410.5318335559,89755.7844407709,77569.5383054051,74988,158398.531833556,164743.784440771,152557.538305405
340,2020,"male",76343.1574106559,81837.6323322133,71259.555389273,72176,148519.157410656,154013.632332213,143435.555389273
340,2021,"male",87889.0995322604,94683.890409801,81644.7271052834,73301,161190.09953226,167984.890409801,154945.727105283
340,2015,"female",43749.2498175692,49217.5399170774,38955.5205148443,46027,89776.2498175692,95244.5399170774,84982.5205148443
340,2016,"female",47700.0317784489,53564.1306512308,42557.8491864135,47071,94771.0317784489,100635.130651231,89628.8491864135
340,2017,"female",47373.3004199699,53137.3533532461,42303.5979378489,48862,96235.3004199699,101999.353353246,91165.5979378489
340,2018,"female",45188.1816485405,50423.2505815595,40557.2385636025,48517,93705.1816485405,98940.2505815595,89074.2385636025
340,2019,"female",44161.8160523736,49604.5879828262,39379.8195896351,49059,93220.8160523736,98663.5879828262,88438.8195896351
340,2020,"female",43952.0414400339,49638.3657387013,38992.3491203001,46961,90913.0414400339,96599.3657387013,85953.3491203001
340,2021,"female",46894.3490303913,53195.8730106778,41428.587225927,47692,94586.3490303913,100887.873010678,89120.587225927
341,2015,"male",74054.834311076,79784.394522015,68780.4697877851,70188,144242.834311076,149972.394522015,138968.469787785
341,2016,"male",68284.699172818,73069.6597301849,63847.3614559259,72772,141056.699172818,145841.659730185,136619.361455926
341,2017,"male",74214.7145438964,79384.5354358123,69416.0144594836,74562,148776.714543896,153946.535435812,143978.014459484
341,2018,"male",72978.2497601861,77835.3627457926,68453.6225299725,74112,147090.249760186,151947.362745793,142565.622529972
341,2019,"male",76837.9839333267,82087.5681864896,71960.7096562169,74988,151825.983933327,157075.56818649,146948.709656217
341,2020,"male",70716.4303913581,76033.0859219347,65811.7523857375,72176,142892.430391358,148209.085921935,137987.752385737
341,2021,"male",81322.4237558968,88021.884007043,75196.7341257345,73301,154623.423755897,161322.884007043,148497.734125734
341,2015,"female",40229.2035066453,45081.446805071,35951.0785059432,46027,86256.2035066453,91108.446805071,81978.0785059432
341,2016,"female",41130.9404587257,46419.8724620498,36525.8724285242,47071,88201.9404587257,93490.8724620498,83596.8724285242
