"Run","Model","Formula","AIC","Estimate","LowerCI","UpperCI","GroundTruth","Group","Method"
11,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",492.679447814052,161643.781279358,159292.667277608,164031.808986721,159093,"base","Poisson"
11,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_2:capture_4 + capture_4:capture_6",492.679447814052,161643.781279358,159292.667277608,164031.808986721,159093,"base","Poisson"
12,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",495.797933131456,159737.546441588,157489.642771013,162019.4047285,159606,"base","NB"
12,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",495.797933131456,159737.546441588,157489.642771013,162019.4047285,159606,"base","NB"
12,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",498.220159590244,159125.84334273,156959.009177456,161324.217497545,159606,"base","NB"
12,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",498.220159590244,159125.84334273,156959.009177456,161324.217497545,159606,"base","NB"
12,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",495.797933131456,159737.546441588,157489.642771013,162019.4047285,159606,"base","NB"
12,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",495.797933131456,159737.546441588,157489.642771013,162019.4047285,159606,"base","NB"
12,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",493.781753554087,159736.909453955,157490.904968317,162016.813692055,159606,"base","Poisson"
12,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",493.781753554087,159736.909453955,157490.904968317,162016.813692055,159606,"base","Poisson"
12,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",496.203733776252,159125.43323035,156960.559118487,161321.791468355,159606,"base","Poisson"
12,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",496.203733776252,159125.43323035,156960.559118487,161321.791468355,159606,"base","Poisson"
12,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",493.781753554087,159736.909453955,157490.904968317,162016.813692055,159606,"base","Poisson"
12,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_3:capture_4",493.781753554087,159736.909453955,157490.904968317,162016.813692055,159606,"base","Poisson"
13,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_4:capture_6 + capture_1:capture_6",485.00410681963,160531.795145883,158194.556731786,162905.745292544,159421,"base","NB"
13,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_4:capture_6 + capture_1:capture_6",485.00410681963,160531.795145883,158194.556731786,162905.745292544,159421,"base","NB"
13,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",491.146731436253,160492.063311831,158305.89802429,162710.084899101,159421,"base","NB"
13,"Backward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",491.146731436253,160492.063311831,158305.89802429,162710.084899101,159421,"base","NB"
13,"Both-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_4:capture_6 + capture_1:capture_6",485.00410681963,160531.795145883,158194.556731786,162905.745292544,159421,"base","NB"
13,"Both-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_4:capture_6 + capture_1:capture_6",485.00410681963,160531.795145883,158194.556731786,162905.745292544,159421,"base","NB"
13,"Forward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_4:capture_6 + capture_1:capture_6",482.995816785624,160531.930896665,158195.861280918,162904.678575042,159421,"base","Poisson"
13,"Forward-0.1","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6 + capture_4:capture_6 + capture_1:capture_6",482.995816785624,160531.930896665,158195.861280918,162904.678575042,159421,"base","Poisson"
13,"Backward-0.05","capture_1 + capture_2 + capture_3 + capture_4 + capture_5 + capture_6",489.137898880357,160492.304240592,158307.42579724,162709.002839373,159421,"base","Poisson"
